code,year,population_total
KGZ,1810,530343
KGZ,1811,530343
KGZ,1812,530343
KGZ,1813,530343
KGZ,1814,530343
KGZ,1815,530343
KGZ,1816,530343
KGZ,1817,530343
KGZ,1818,530343
KGZ,1819,530343
KGZ,1820,530343
KGZ,1821,535212
KGZ,1822,540126
KGZ,1823,545085
KGZ,1824,550090
KGZ,1825,555140
KGZ,1826,560237
KGZ,1827,565381
KGZ,1828,570572
KGZ,1829,575810
KGZ,1830,581097
KGZ,1831,586432
KGZ,1832,591816
KGZ,1833,597250
KGZ,1834,602733
KGZ,1835,608267
KGZ,1836,613852
KGZ,1837,619488
KGZ,1838,625175
KGZ,1839,630915
KGZ,1840,636708
KGZ,1841,642554
KGZ,1842,648453
KGZ,1843,654407
KGZ,1844,660415
KGZ,1845,666479
KGZ,1846,672598
KGZ,1847,678773
KGZ,1848,685005
KGZ,1849,691294
KGZ,1850,697641
KGZ,1851,704046
KGZ,1852,710510
KGZ,1853,717034
KGZ,1854,723617
KGZ,1855,730261
KGZ,1856,736965
KGZ,1857,743732
KGZ,1858,750560
KGZ,1859,757451
KGZ,1860,764405
KGZ,1861,771424
KGZ,1862,778506
KGZ,1863,785654
KGZ,1864,792867
KGZ,1865,800147
KGZ,1866,807493
KGZ,1867,814907
KGZ,1868,822389
KGZ,1869,829939
KGZ,1870,837559
KGZ,1871,845249
KGZ,1872,853009
KGZ,1873,860841
KGZ,1874,868745
KGZ,1875,876721
KGZ,1876,884770
KGZ,1877,892894
KGZ,1878,901091
KGZ,1879,909365
KGZ,1880,917714
KGZ,1881,926139
KGZ,1882,934643
KGZ,1883,943224
KGZ,1884,951884
KGZ,1885,960623
KGZ,1886,969443
KGZ,1887,978344
KGZ,1888,987326
KGZ,1889,996391
KGZ,1890,1005539
KGZ,1891,1014771
KGZ,1892,1024088
KGZ,1893,1033490
KGZ,1894,1042979
KGZ,1895,1052555
KGZ,1896,1062219
KGZ,1897,1071971
KGZ,1898,1081813
KGZ,1899,1091746
KGZ,1900,1101769
KGZ,1901,1111885
KGZ,1902,1122093
KGZ,1903,1132396
KGZ,1904,1142792
KGZ,1905,1153285
KGZ,1906,1163873
KGZ,1907,1174559
KGZ,1908,1185343
KGZ,1909,1196226
KGZ,1910,1207209
KGZ,1911,1218292
KGZ,1912,1229478
KGZ,1913,1240766
KGZ,1914,1252158
KGZ,1915,1263654
KGZ,1916,1275256
KGZ,1917,1286964
KGZ,1918,1298780
KGZ,1919,1310705
KGZ,1920,1322739
KGZ,1921,1334883
KGZ,1922,1347139
KGZ,1923,1359507
KGZ,1924,1371989
KGZ,1925,1384586
KGZ,1926,1397298
KGZ,1927,1410127
KGZ,1928,1423074
KGZ,1929,1436140
KGZ,1930,1449325
KGZ,1931,1462632
KGZ,1932,1476060
KGZ,1933,1489613
KGZ,1934,1503289
KGZ,1935,1517091
KGZ,1936,1531020
KGZ,1937,1545077
KGZ,1938,1559262
KGZ,1939,1573578
KGZ,1940,1588026
KGZ,1941,1602606
KGZ,1942,1617320
KGZ,1943,1632169
KGZ,1944,1647154
KGZ,1945,1662277
KGZ,1946,1677539
KGZ,1947,1692941
KGZ,1948,1708484
KGZ,1949,1724170
KGZ,1950,1740000
KGZ,1951,1763226
KGZ,1952,1791952
KGZ,1953,1825123
KGZ,1954,1862068
KGZ,1955,1902499
KGZ,1956,1946540
KGZ,1957,1994697
KGZ,1958,2047784
KGZ,1959,2106792
KGZ,1960,2172500
KGZ,1961,2245062
KGZ,1962,2323642
KGZ,1963,2406263
KGZ,1964,2490244
KGZ,1965,2573494
KGZ,1966,2655349
KGZ,1967,2735838
KGZ,1968,2814423
KGZ,1969,2890720
KGZ,1970,2964499
KGZ,1971,3035474
KGZ,1972,3103694
KGZ,1973,3169771
KGZ,1974,3234611
KGZ,1975,3299001
KGZ,1976,3362961
KGZ,1977,3426646
KGZ,1978,3491143
KGZ,1979,3557793
KGZ,1980,3627499
KGZ,1981,3700312
KGZ,1982,3775764
KGZ,1983,3853514
KGZ,1984,3933002
KGZ,1985,4013498
KGZ,1986,4095873
KGZ,1987,4179484
KGZ,1988,4260325
KGZ,1989,4333114
KGZ,1990,4394502
KGZ,1991,4441780
KGZ,1992,4477038
KGZ,1993,4507565
KGZ,1994,4543602
KGZ,1995,4592135
KGZ,1996,4656894
KGZ,1997,4734761
KGZ,1998,4817608
KGZ,1999,4893658
KGZ,2000,4954850
KGZ,2001,4998286
KGZ,2002,5027919
KGZ,2003,5050867
KGZ,2004,5077515
KGZ,2005,5115470
KGZ,2006,5166644
KGZ,2007,5228937
KGZ,2008,5301038
KGZ,2009,5380310
KGZ,2010,5464567
KGZ,2011,5553827
KGZ,2012,5648230
KGZ,2013,5745698
KGZ,2014,5843617
KGZ,2015,5939962
KGZ,2016,6033769
KGZ,2017,6124945
KGZ,2018,6213441
KGZ,2019,6299575
KGZ,2020,6383563
KGZ,2021,6465205
KGZ,2022,6544194
KGZ,2023,6620595
KGZ,2024,6694556
KGZ,2025,6766240
KGZ,2026,6835665
KGZ,2027,6902956
KGZ,2028,6968539
KGZ,2029,7032958
KGZ,2030,7096644
KGZ,2031,7159758
KGZ,2032,7222338
KGZ,2033,7284535
KGZ,2034,7346469
KGZ,2035,7408218
KGZ,2036,7469857
KGZ,2037,7531364
KGZ,2038,7592572
KGZ,2039,7653233
KGZ,2040,7713137
KGZ,2041,7772207
KGZ,2042,7830399
KGZ,2043,7887555
KGZ,2044,7943500
KGZ,2045,7998087
KGZ,2046,8051227
KGZ,2047,8102854
KGZ,2048,8152885
KGZ,2049,8201241
KGZ,2050,8247860
KGZ,2051,8292705
KGZ,2052,8335760
KGZ,2053,8377016
KGZ,2054,8416481
KGZ,2055,8454177
KGZ,2056,8490112
KGZ,2057,8524327
KGZ,2058,8556923
KGZ,2059,8588032
KGZ,2060,8617764
KGZ,2061,8646178
KGZ,2062,8673317
KGZ,2063,8699277
KGZ,2064,8724158
KGZ,2065,8748044
KGZ,2066,8771002
KGZ,2067,8793071
KGZ,2068,8814264
KGZ,2069,8834582
KGZ,2070,8854032
KGZ,2071,8872628
KGZ,2072,8890411
KGZ,2073,8907445
KGZ,2074,8923810
KGZ,2075,8939557
KGZ,2076,8954715
KGZ,2077,8969263
KGZ,2078,8983150
KGZ,2079,8996292
KGZ,2080,9008626
KGZ,2081,9020112
KGZ,2082,9030751
KGZ,2083,9040557
KGZ,2084,9049562
KGZ,2085,9057778
KGZ,2086,9065197
KGZ,2087,9071759
KGZ,2088,9077346
KGZ,2089,9081809
KGZ,2090,9085031
KGZ,2091,9086953
KGZ,2092,9087567
KGZ,2093,9086892
KGZ,2094,9084960
KGZ,2095,9081787
KGZ,2096,9077373
KGZ,2097,9071693
KGZ,2098,9064700
KGZ,2099,9056322
KGZ,2100,9046465
KHM,1800,2090000
KHM,1801,2090000
KHM,1802,2090000
KHM,1803,2090000
KHM,1804,2090000
KHM,1805,2090000
KHM,1806,2090000
KHM,1807,2090000
KHM,1808,2090000
KHM,1809,2090000
KHM,1810,2090000
KHM,1811,2090000
KHM,1812,2090000
KHM,1813,2090000
KHM,1814,2090000
KHM,1815,2090000
KHM,1816,2090000
KHM,1817,2090000
KHM,1818,2090000
KHM,1819,2090000
KHM,1820,2090000
KHM,1821,2094728
KHM,1822,2099467
KHM,1823,2104217
KHM,1824,2108977
KHM,1825,2113748
KHM,1826,2118530
KHM,1827,2123323
KHM,1828,2128126
KHM,1829,2132941
KHM,1830,2137766
KHM,1831,2142602
KHM,1832,2147450
KHM,1833,2152308
KHM,1834,2157177
KHM,1835,2162057
KHM,1836,2166948
KHM,1837,2171851
KHM,1838,2176764
KHM,1839,2181688
KHM,1840,2186624
KHM,1841,2191571
KHM,1842,2196529
KHM,1843,2201498
KHM,1844,2206478
KHM,1845,2211470
KHM,1846,2216473
KHM,1847,2221487
KHM,1848,2226513
KHM,1849,2231550
KHM,1850,2236598
KHM,1851,2241658
KHM,1852,2246730
KHM,1853,2251812
KHM,1854,2256907
KHM,1855,2262012
KHM,1856,2267130
KHM,1857,2272259
KHM,1858,2277399
KHM,1859,2282551
KHM,1860,2287715
KHM,1861,2292891
KHM,1862,2298078
KHM,1863,2303277
KHM,1864,2308487
KHM,1865,2313710
KHM,1866,2318944
KHM,1867,2324190
KHM,1868,2329448
KHM,1869,2334718
KHM,1870,2340000
KHM,1871,2354823
KHM,1872,2369740
KHM,1873,2384751
KHM,1874,2399857
KHM,1875,2415059
KHM,1876,2430357
KHM,1877,2445753
KHM,1878,2461245
KHM,1879,2476836
KHM,1880,2492526
KHM,1881,2508315
KHM,1882,2524204
KHM,1883,2540194
KHM,1884,2556285
KHM,1885,2572478
KHM,1886,2588773
KHM,1887,2605172
KHM,1888,2621675
KHM,1889,2638282
KHM,1890,2654994
KHM,1891,2671812
KHM,1892,2688737
KHM,1893,2705769
KHM,1894,2722909
KHM,1895,2740157
KHM,1896,2757515
KHM,1897,2774982
KHM,1898,2792561
KHM,1899,2810250
KHM,1900,2828052
KHM,1901,2845966
KHM,1902,2863994
KHM,1903,2882136
KHM,1904,2900393
KHM,1905,2918766
KHM,1906,2937255
KHM,1907,2955861
KHM,1908,2974586
KHM,1909,2993428
KHM,1910,3012390
KHM,1911,3031472
KHM,1912,3050675
KHM,1913,3070000
KHM,1914,3098972
KHM,1915,3128217
KHM,1916,3157738
KHM,1917,3187537
KHM,1918,3217618
KHM,1919,3247983
KHM,1920,3278634
KHM,1921,3309575
KHM,1922,3340807
KHM,1923,3372334
KHM,1924,3404159
KHM,1925,3436284
KHM,1926,3468713
KHM,1927,3501447
KHM,1928,3534490
KHM,1929,3567845
KHM,1930,3601515
KHM,1931,3635502
KHM,1932,3669811
KHM,1933,3704443
KHM,1934,3739402
KHM,1935,3774690
KHM,1936,3810312
KHM,1937,3846270
KHM,1938,3882568
KHM,1939,3919207
KHM,1940,3956193
KHM,1941,3993528
KHM,1942,4031215
KHM,1943,4069257
KHM,1944,4107659
KHM,1945,4146423
KHM,1946,4185553
KHM,1947,4225052
KHM,1948,4264924
KHM,1949,4305172
KHM,1950,4432716
KHM,1951,4539656
KHM,1952,4658653
KHM,1953,4784792
KHM,1954,4914447
KHM,1955,5045284
KHM,1956,5176326
KHM,1957,5307886
KHM,1958,5441365
KHM,1959,5578905
KHM,1960,5722370
KHM,1961,5872247
KHM,1962,6026696
KHM,1963,6181137
KHM,1964,6329411
KHM,1965,6467196
KHM,1966,6588993
KHM,1967,6695460
KHM,1968,6795514
KHM,1969,6902025
KHM,1970,7022185
KHM,1971,7167716
KHM,1972,7331162
KHM,1973,7478147
KHM,1974,7561583
KHM,1975,7551988
KHM,1976,7431505
KHM,1977,7222050
KHM,1978,6982522
KHM,1979,6795102
KHM,1980,6718241
KHM,1981,6774509
KHM,1982,6945053
KHM,1983,7196139
KHM,1984,7475011
KHM,1985,7743065
KHM,1986,7990133
KHM,1987,8228268
KHM,1988,8467109
KHM,1989,8723550
KHM,1990,9008856
KHM,1991,9323607
KHM,1992,9659238
KHM,1993,10007092
KHM,1994,10355253
KHM,1995,10694459
KHM,1996,11022162
KHM,1997,11338733
KHM,1998,11641509
KHM,1999,11928306
KHM,2000,12197905
KHM,2001,12448881
KHM,2002,12681984
KHM,2003,12901217
KHM,2004,13112334
KHM,2005,13320058
KHM,2006,13525360
KHM,2007,13728700
KHM,2008,13933660
KHM,2009,14144337
KHM,2010,14363586
KHM,2011,14593099
KHM,2012,14832255
KHM,2013,15078564
KHM,2014,15328136
KHM,2015,15577899
KHM,2016,15827241
KHM,2017,16076370
KHM,2018,16323953
KHM,2019,16568582
KHM,2020,16809182
KHM,2021,17045030
KHM,2022,17275973
KHM,2023,17502307
KHM,2024,17724687
KHM,2025,17943648
KHM,2026,18159138
KHM,2027,18371070
KHM,2028,18579941
KHM,2029,18786390
KHM,2030,18990909
KHM,2031,19193616
KHM,2032,19394490
KHM,2033,19593693
KHM,2034,19791361
KHM,2035,19987532
KHM,2036,20182216
KHM,2037,20375225
KHM,2038,20566116
KHM,2039,20754297
KHM,2040,20939251
KHM,2041,21120795
KHM,2042,21298748
KHM,2043,21472589
KHM,2044,21641725
KHM,2045,21805703
KHM,2046,21964263
KHM,2047,22117375
KHM,2048,22265112
KHM,2049,22407672
KHM,2050,22545212
KHM,2051,22677718
KHM,2052,22805152
KHM,2053,22927636
KHM,2054,23045333
KHM,2055,23158380
KHM,2056,23266786
KHM,2057,23370579
KHM,2058,23469938
KHM,2059,23565077
KHM,2060,23656129
KHM,2061,23743183
KHM,2062,23826145
KHM,2063,23904733
KHM,2064,23978549
KHM,2065,24047297
KHM,2066,24110894
KHM,2067,24169396
KHM,2068,24222811
KHM,2069,24271195
KHM,2070,24314597
KHM,2071,24353076
KHM,2072,24386654
KHM,2073,24415317
KHM,2074,24439037
KHM,2075,24457852
KHM,2076,24471848
KHM,2077,24481226
KHM,2078,24486289
KHM,2079,24487410
KHM,2080,24484932
KHM,2081,24478992
KHM,2082,24469763
KHM,2083,24457667
KHM,2084,24443190
KHM,2085,24426696
KHM,2086,24408423
KHM,2087,24388382
KHM,2088,24366418
KHM,2089,24342246
KHM,2090,24315663
KHM,2091,24286624
KHM,2092,24255213
KHM,2093,24221586
KHM,2094,24185901
KHM,2095,24148252
KHM,2096,24108653
KHM,2097,24067018
KHM,2098,24023164
KHM,2099,23976808
KHM,2100,23927575
KIR,1800,17876
KIR,1801,17876
KIR,1802,17876
KIR,1803,17876
KIR,1804,17876
KIR,1805,17876
KIR,1806,17876
KIR,1807,17876
KIR,1808,17876
KIR,1809,17876
KIR,1810,17876
KIR,1811,17876
KIR,1812,17876
KIR,1813,17876
KIR,1814,17876
KIR,1815,17876
KIR,1816,17876
KIR,1817,17876
KIR,1818,17876
KIR,1819,17876
KIR,1820,17876
KIR,1821,17928
KIR,1822,17980
KIR,1823,18033
KIR,1824,18085
KIR,1825,18138
KIR,1826,18191
KIR,1827,18244
KIR,1828,18297
KIR,1829,18351
KIR,1830,18404
KIR,1831,18458
KIR,1832,18512
KIR,1833,18566
KIR,1834,18620
KIR,1835,18674
KIR,1836,18728
KIR,1837,18783
KIR,1838,18838
KIR,1839,18893
KIR,1840,18948
KIR,1841,19003
KIR,1842,19058
KIR,1843,19114
KIR,1844,19170
KIR,1845,19226
KIR,1846,19282
KIR,1847,19338
KIR,1848,19394
KIR,1849,19451
KIR,1850,19508
KIR,1851,19564
KIR,1852,19621
KIR,1853,19679
KIR,1854,19736
KIR,1855,19794
KIR,1856,19851
KIR,1857,19909
KIR,1858,19967
KIR,1859,20025
KIR,1860,20084
KIR,1861,20142
KIR,1862,20201
KIR,1863,20260
KIR,1864,20319
KIR,1865,20378
KIR,1866,20438
KIR,1867,20497
KIR,1868,20557
KIR,1869,20617
KIR,1870,20677
KIR,1871,20737
KIR,1872,20798
KIR,1873,20858
KIR,1874,20919
KIR,1875,20980
KIR,1876,21041
KIR,1877,21103
KIR,1878,21164
KIR,1879,21226
KIR,1880,21288
KIR,1881,21350
KIR,1882,21412
KIR,1883,21475
KIR,1884,21537
KIR,1885,21600
KIR,1886,21663
KIR,1887,21726
KIR,1888,21790
KIR,1889,21853
KIR,1890,21917
KIR,1891,21981
KIR,1892,22045
KIR,1893,22109
KIR,1894,22174
KIR,1895,22238
KIR,1896,22303
KIR,1897,22368
KIR,1898,22433
KIR,1899,22499
KIR,1900,22564
KIR,1901,22630
KIR,1902,22696
KIR,1903,22762
KIR,1904,22829
KIR,1905,22895
KIR,1906,22962
KIR,1907,23029
KIR,1908,23096
KIR,1909,23163
KIR,1910,23231
KIR,1911,23299
KIR,1912,23367
KIR,1913,23435
KIR,1914,23503
KIR,1915,23571
KIR,1916,23640
KIR,1917,23709
KIR,1918,23778
KIR,1919,23848
KIR,1920,23917
KIR,1921,23987
KIR,1922,24057
KIR,1923,24127
KIR,1924,24197
KIR,1925,24268
KIR,1926,24339
KIR,1927,24410
KIR,1928,24481
KIR,1929,24552
KIR,1930,24624
KIR,1931,24695
KIR,1932,24767
KIR,1933,24840
KIR,1934,24912
KIR,1935,24985
KIR,1936,25058
KIR,1937,25131
KIR,1938,25204
KIR,1939,25277
KIR,1940,25351
KIR,1941,25425
KIR,1942,25499
KIR,1943,25573
KIR,1944,25648
KIR,1945,25723
KIR,1946,25798
KIR,1947,25873
KIR,1948,25948
KIR,1949,26024
KIR,1950,33050
KIR,1951,33627
KIR,1952,34283
KIR,1953,35004
KIR,1954,35778
KIR,1955,36597
KIR,1956,37454
KIR,1957,38348
KIR,1958,39276
KIR,1959,40237
KIR,1960,41234
KIR,1961,42261
KIR,1962,43312
KIR,1963,44372
KIR,1964,45424
KIR,1965,46455
KIR,1966,47461
KIR,1967,48440
KIR,1968,49389
KIR,1969,50303
KIR,1970,51181
KIR,1971,52020
KIR,1972,52823
KIR,1973,53605
KIR,1974,54382
KIR,1975,55169
KIR,1976,55980
KIR,1977,56815
KIR,1978,57664
KIR,1979,58509
KIR,1980,59340
KIR,1981,60137
KIR,1982,60918
KIR,1983,61760
KIR,1984,62768
KIR,1985,64006
KIR,1986,65519
KIR,1987,67262
KIR,1988,69104
KIR,1989,70863
KIR,1990,72411
KIR,1991,73698
KIR,1992,74773
KIR,1993,75722
KIR,1994,76674
KIR,1995,77727
KIR,1996,78907
KIR,1997,80190
KIR,1998,81556
KIR,1999,82969
KIR,2000,84406
KIR,2001,85858
KIR,2002,87343
KIR,2003,88892
KIR,2004,90545
KIR,2005,92329
KIR,2006,94257
KIR,2007,96310
KIR,2008,98437
KIR,2009,100566
KIR,2010,102648
KIR,2011,104662
KIR,2012,106620
KIR,2013,108544
KIR,2014,110470
KIR,2015,112423
KIR,2016,114405
KIR,2017,116405
KIR,2018,118417
KIR,2019,120429
KIR,2020,122434
KIR,2021,124431
KIR,2022,126420
KIR,2023,128395
KIR,2024,130351
KIR,2025,132283
KIR,2026,134190
KIR,2027,136073
KIR,2028,137930
KIR,2029,139760
KIR,2030,141567
KIR,2031,143348
KIR,2032,145107
KIR,2033,146853
KIR,2034,148598
KIR,2035,150350
KIR,2036,152113
KIR,2037,153887
KIR,2038,155675
KIR,2039,157483
KIR,2040,159313
KIR,2041,161166
KIR,2042,163041
KIR,2043,164932
KIR,2044,166828
KIR,2045,168724
KIR,2046,170616
KIR,2047,172502
KIR,2048,174380
KIR,2049,176248
KIR,2050,178101
KIR,2051,179939
KIR,2052,181758
KIR,2053,183555
KIR,2054,185327
KIR,2055,187069
KIR,2056,188782
KIR,2057,190463
KIR,2058,192114
KIR,2059,193733
KIR,2060,195322
KIR,2061,196879
KIR,2062,198408
KIR,2063,199911
KIR,2064,201392
KIR,2065,202858
KIR,2066,204308
KIR,2067,205744
KIR,2068,207171
KIR,2069,208591
KIR,2070,210010
KIR,2071,211429
KIR,2072,212846
KIR,2073,214259
KIR,2074,215668
KIR,2075,217068
KIR,2076,218459
KIR,2077,219840
KIR,2078,221206
KIR,2079,222553
KIR,2080,223880
KIR,2081,225183
KIR,2082,226460
KIR,2083,227710
KIR,2084,228928
KIR,2085,230111
KIR,2086,231260
KIR,2087,232372
KIR,2088,233448
KIR,2089,234487
KIR,2090,235488
KIR,2091,236453
KIR,2092,237383
KIR,2093,238279
KIR,2094,239145
KIR,2095,239984
KIR,2096,240798
KIR,2097,241591
KIR,2098,242367
KIR,2099,243131
KIR,2100,243886
KNA,1800,17202
KNA,1801,17202
KNA,1802,17202
KNA,1803,17202
KNA,1804,17202
KNA,1805,17202
KNA,1806,17202
KNA,1807,17202
KNA,1808,17202
KNA,1809,17202
KNA,1810,17202
KNA,1811,17202
KNA,1812,17202
KNA,1813,17202
KNA,1814,17202
KNA,1815,17202
KNA,1816,17202
KNA,1817,17202
KNA,1818,17202
KNA,1819,17202
KNA,1820,17202
KNA,1821,17333
KNA,1822,17465
KNA,1823,17597
KNA,1824,17731
KNA,1825,17866
KNA,1826,18002
KNA,1827,18139
KNA,1828,18277
KNA,1829,18416
KNA,1830,18556
KNA,1831,18697
KNA,1832,18839
KNA,1833,18982
KNA,1834,19127
KNA,1835,19272
KNA,1836,19419
KNA,1837,19566
KNA,1838,19715
KNA,1839,19865
KNA,1840,20016
KNA,1841,20168
KNA,1842,20322
KNA,1843,20476
KNA,1844,20632
KNA,1845,20789
KNA,1846,20947
KNA,1847,21106
KNA,1848,21267
KNA,1849,21428
KNA,1850,21591
KNA,1851,21755
KNA,1852,21921
KNA,1853,22087
KNA,1854,22255
KNA,1855,22425
KNA,1856,22595
KNA,1857,22767
KNA,1858,22940
KNA,1859,23115
KNA,1860,23290
KNA,1861,23467
KNA,1862,23646
KNA,1863,23826
KNA,1864,24007
KNA,1865,24189
KNA,1866,24373
KNA,1867,24559
KNA,1868,24745
KNA,1869,24934
KNA,1870,25123
KNA,1871,25314
KNA,1872,25507
KNA,1873,25701
KNA,1874,25896
KNA,1875,26093
KNA,1876,26291
KNA,1877,26491
KNA,1878,26693
KNA,1879,26896
KNA,1880,27100
KNA,1881,27306
KNA,1882,27514
KNA,1883,27723
KNA,1884,27934
KNA,1885,28146
KNA,1886,28360
KNA,1887,28576
KNA,1888,28793
KNA,1889,29012
KNA,1890,29233
KNA,1891,29455
KNA,1892,29679
KNA,1893,29905
KNA,1894,30132
KNA,1895,30361
KNA,1896,30592
KNA,1897,30825
KNA,1898,31059
KNA,1899,31296
KNA,1900,31533
KNA,1901,31773
KNA,1902,32015
KNA,1903,32258
KNA,1904,32504
KNA,1905,32751
KNA,1906,33000
KNA,1907,33251
KNA,1908,33504
KNA,1909,33758
KNA,1910,34015
KNA,1911,34274
KNA,1912,34534
KNA,1913,34797
KNA,1914,35062
KNA,1915,35328
KNA,1916,35597
KNA,1917,35867
KNA,1918,36140
KNA,1919,36415
KNA,1920,36692
KNA,1921,36971
KNA,1922,37252
KNA,1923,37535
KNA,1924,37821
KNA,1925,38108
KNA,1926,38398
KNA,1927,38690
KNA,1928,38984
KNA,1929,39281
KNA,1930,39579
KNA,1931,39880
KNA,1932,40184
KNA,1933,40489
KNA,1934,40797
KNA,1935,41107
KNA,1936,41420
KNA,1937,41735
KNA,1938,42052
KNA,1939,42372
KNA,1940,42694
KNA,1941,43019
KNA,1942,43346
KNA,1943,43676
KNA,1944,44008
KNA,1945,44342
KNA,1946,44679
KNA,1947,45019
KNA,1948,45362
KNA,1949,45706
KNA,1950,46054
KNA,1951,46147
KNA,1952,46509
KNA,1953,47068
KNA,1954,47756
KNA,1955,48511
KNA,1956,49268
KNA,1957,49968
KNA,1958,50556
KNA,1959,50980
KNA,1960,51201
KNA,1961,51196
KNA,1962,50965
KNA,1963,50530
KNA,1964,49930
KNA,1965,49207
KNA,1966,48351
KNA,1967,47380
KNA,1968,46398
KNA,1969,45537
KNA,1970,44887
KNA,1971,44498
KNA,1972,44339
KNA,1973,44328
KNA,1974,44342
KNA,1975,44289
KNA,1976,44146
KNA,1977,43939
KNA,1978,43685
KNA,1979,43422
KNA,1980,43174
KNA,1981,42952
KNA,1982,42746
KNA,1983,42538
KNA,1984,42298
KNA,1985,42015
KNA,1986,41674
KNA,1987,41296
KNA,1988,40955
KNA,1989,40745
KNA,1990,40731
KNA,1991,40941
KNA,1992,41349
KNA,1993,41899
KNA,1994,42511
KNA,1995,43121
KNA,1996,43714
KNA,1997,44302
KNA,1998,44888
KNA,1999,45479
KNA,2000,46083
KNA,2001,46695
KNA,2002,47307
KNA,2003,47923
KNA,2004,48543
KNA,2005,49173
KNA,2006,49811
KNA,2007,50455
KNA,2008,51102
KNA,2009,51752
KNA,2010,52402
KNA,2011,53051
KNA,2012,53697
KNA,2013,54338
KNA,2014,54971
KNA,2015,55595
KNA,2016,56207
KNA,2017,56808
KNA,2018,57395
KNA,2019,57968
KNA,2020,58528
KNA,2021,59072
KNA,2022,59601
KNA,2023,60115
KNA,2024,60617
KNA,2025,61104
KNA,2026,61579
KNA,2027,62040
KNA,2028,62486
KNA,2029,62919
KNA,2030,63336
KNA,2031,63738
KNA,2032,64126
KNA,2033,64497
KNA,2034,64852
KNA,2035,65190
KNA,2036,65512
KNA,2037,65816
KNA,2038,66103
KNA,2039,66374
KNA,2040,66626
KNA,2041,66862
KNA,2042,67078
KNA,2043,67280
KNA,2044,67463
KNA,2045,67631
KNA,2046,67783
KNA,2047,67918
KNA,2048,68040
KNA,2049,68146
KNA,2050,68238
KNA,2051,68317
KNA,2052,68383
KNA,2053,68436
KNA,2054,68477
KNA,2055,68508
KNA,2056,68529
KNA,2057,68539
KNA,2058,68539
KNA,2059,68530
KNA,2060,68511
KNA,2061,68483
KNA,2062,68446
KNA,2063,68400
KNA,2064,68346
KNA,2065,68285
KNA,2066,68216
KNA,2067,68140
KNA,2068,68057
KNA,2069,67968
KNA,2070,67872
KNA,2071,67771
KNA,2072,67664
KNA,2073,67553
KNA,2074,67438
KNA,2075,67319
KNA,2076,67198
KNA,2077,67075
KNA,2078,66949
KNA,2079,66822
KNA,2080,66692
KNA,2081,66560
KNA,2082,66427
KNA,2083,66293
KNA,2084,66158
KNA,2085,66021
KNA,2086,65884
KNA,2087,65746
KNA,2088,65608
KNA,2089,65469
KNA,2090,65329
KNA,2091,65189
KNA,2092,65047
KNA,2093,64906
KNA,2094,64766
KNA,2095,64626
KNA,2096,64487
KNA,2097,64350
KNA,2098,64214
KNA,2099,64080
KNA,2100,63948
KOR,1800,9395000
KOR,1801,9395000
KOR,1802,9395000
KOR,1803,9395000
KOR,1804,9395000
KOR,1805,9395000
KOR,1806,9395000
KOR,1807,9395000
KOR,1808,9395000
KOR,1809,9395000
KOR,1810,9395000
KOR,1811,9395000
KOR,1812,9395000
KOR,1813,9395000
KOR,1814,9395000
KOR,1815,9395000
KOR,1816,9395000
KOR,1817,9395000
KOR,1818,9395000
KOR,1819,9395000
KOR,1820,9395000
KOR,1821,9399962
KOR,1822,9404926
KOR,1823,9409893
KOR,1824,9414863
KOR,1825,9419835
KOR,1826,9424810
KOR,1827,9429788
KOR,1828,9434768
KOR,1829,9439751
KOR,1830,9444736
KOR,1831,9449724
KOR,1832,9454715
KOR,1833,9459708
KOR,1834,9464704
KOR,1835,9469703
KOR,1836,9474704
KOR,1837,9479708
KOR,1838,9484715
KOR,1839,9489724
KOR,1840,9494736
KOR,1841,9499750
KOR,1842,9504767
KOR,1843,9509787
KOR,1844,9514810
KOR,1845,9519835
KOR,1846,9524862
KOR,1847,9529893
KOR,1848,9534926
KOR,1849,9539962
KOR,1850,9545000
KOR,1851,9555294
KOR,1852,9565599
KOR,1853,9575915
KOR,1854,9586242
KOR,1855,9596580
KOR,1856,9606930
KOR,1857,9617290
KOR,1858,9627662
KOR,1859,9638045
KOR,1860,9648439
KOR,1861,9658845
KOR,1862,9669262
KOR,1863,9679689
KOR,1864,9690129
KOR,1865,9700579
KOR,1866,9711040
KOR,1867,9721513
KOR,1868,9731998
KOR,1869,9742493
KOR,1870,9753000
KOR,1871,9757728
KOR,1872,9762459
KOR,1873,9767191
KOR,1874,9771926
KOR,1875,9776664
KOR,1876,9781403
KOR,1877,9786145
KOR,1878,9790890
KOR,1879,9795636
KOR,1880,9800385
KOR,1881,9805136
KOR,1882,9809889
KOR,1883,9814645
KOR,1884,9819403
KOR,1885,9824164
KOR,1886,9828926
KOR,1887,9833691
KOR,1888,9838458
KOR,1889,9843228
KOR,1890,9848000
KOR,1891,9852789
KOR,1892,9857581
KOR,1893,9862375
KOR,1894,9867172
KOR,1895,9871971
KOR,1896,9876772
KOR,1897,9881575
KOR,1898,9886381
KOR,1899,9891190
KOR,1900,9896000
KOR,1901,9915820
KOR,1902,9935681
KOR,1903,9955580
KOR,1904,9975520
KOR,1905,9995500
KOR,1906,10015520
KOR,1907,10035579
KOR,1908,10055679
KOR,1909,10075819
KOR,1910,10096000
KOR,1911,10258000
KOR,1912,10422000
